Loaded symbols: AMZN, FLOT, FLRN, FLTR, FTLS, FTSL, GBIL, GLD, GOOG, GSY, IAK, IBIT, IONQ, ITA, IWM, IYW, JAAA, JEPI, JPST, MINT, MO, MSFT, NEAR, NVDA, PAXS, PLTR, QQQ, QTUM, SCHD, SHY, SHYG, SPY, STWD, TSLA, VIG, VNQ, VRIG, VCSH, VNQ, XDTE, XLP
Objective: best total returns while minimizing risk, giving equal importance to both return and risk

SYMB1 SYMB2  WINNER  WCOUNT  COST($)
 JPST   XLP    JPST    30.0     1.03
 MINT    MO    MINT     5.0     1.04
 MINT  MSFT    MSFT    20.0     1.04
 MINT  NEAR    MINT     6.0     1.04
 MINT  NVDA    NVDA    18.0     1.04
 MINT  PAXS    MINT     7.0     1.04
 MINT  PLTR    PLTR    16.0     1.04
 MINT   QQQ     QQQ    18.0     1.05
 MINT  QTUM    MINT     8.0     1.05
 MINT  SCHD    SCHD    20.0     1.05
 MINT   SHY     SHY     9.0     1.05
 MINT  SHYG    MINT     9.0     1.05
 MINT   SPY     SPY    16.0     1.05
 MINT  STWD    STWD    10.0     1.06
 MINT  TSLA    TSLA     9.0     1.06
 MINT   VIG     VIG    16.0     1.06
 MINT   VNQ     VNQ    12.0     1.06
 MINT  VRIG    MINT    10.0     1.06
 MINT  VCSH    VCSH    12.0     1.06
 MINT   VNQ     VNQ    11.0     1.07
 MINT  XDTE    MINT    11.0     1.07
 MINT   XLP     XLP    11.0     1.07
   MO  MSFT    MSFT    21.0     1.07
   MO  NEAR      MO     4.0     1.07
   MO  NVDA    NVDA    19.0     1.08
   MO  PAXS      MO     5.0     1.08
   MO  PLTR    PLTR    17.0     1.08
   MO   QQQ     QQQ    19.0     1.08
   MO  QTUM      MO     6.0     1.08
   MO  SCHD    SCHD    21.0     1.08
   MO   SHY     SHY    10.0     1.09
   MO  SHYG    SHYG     3.0     1.09
   MO   SPY     SPY    17.0     1.09
   MO  STWD    STWD    11.0     1.09
   MO  TSLA    TSLA    10.0     1.09
   MO   VIG     VIG    17.0     1.09
   MO   VNQ     VNQ    13.0     1.10
   MO  VRIG    VRIG     9.0     1.10
   MO  VCSH    VCSH    13.0     1.10
   MO   VNQ     VNQ    12.0     1.10
   MO  XDTE      MO     7.0     1.10
   MO   XLP      MO     8.0     1.11
 MSFT  NEAR    MSFT    22.0     1.11
 MSFT  NVDA    NVDA    20.0     1.11
 MSFT  PAXS    MSFT    23.0     1.11
 MSFT  PLTR    MSFT    24.0     1.11
 MSFT   QQQ    MSFT    25.0     1.11
 MSFT  QTUM    MSFT    26.0     1.12
 MSFT  SCHD    MSFT    27.0     1.12
 MSFT   SHY    MSFT    28.0     1.12
 MSFT  SHYG    MSFT    29.0     1.12
 MSFT   SPY    MSFT    30.0     1.12
 MSFT  STWD    MSFT    31.0     1.12
 MSFT  TSLA    MSFT    32.0     1.13
 MSFT   VIG    MSFT    33.0     1.13
 MSFT   VNQ    MSFT    34.0     1.13
 MSFT  VRIG    MSFT    35.0     1.13
 MSFT  VCSH    MSFT    36.0     1.13
 MSFT   VNQ    MSFT    37.0     1.13
 MSFT  XDTE    MSFT    38.0     1.14
 MSFT   XLP    MSFT    39.0     1.14
 NEAR  NVDA    NVDA    21.0     1.14
 NEAR  PAXS    NEAR     3.0     1.14
 NEAR  PLTR    PLTR    18.0     1.14
 NEAR   QQQ     QQQ    20.0     1.15
 NEAR  QTUM    NEAR     4.0     1.15
 NEAR  SCHD    SCHD    22.0     1.15
 NEAR   SHY    NEAR     5.0     1.15
 NEAR  SHYG    NEAR     6.0     1.15
 NEAR   SPY     SPY    18.0     1.15
 NEAR  STWD    STWD    12.0     1.16
 NEAR  TSLA    TSLA    11.0     1.16
 NEAR   VIG     VIG    18.0     1.16
 NEAR   VNQ     VNQ    14.0     1.16
 NEAR  VRIG    NEAR     7.0     1.16
 NEAR  VCSH    NEAR     8.0     1.16
 NEAR   VNQ     VNQ    13.0     1.17
 NEAR  XDTE    NEAR     9.0     1.17
 NEAR   XLP     XLP    12.0     1.17
 NVDA  PAXS    NVDA    22.0     1.17
 NVDA  PLTR    NVDA    23.0     1.17
 NVDA   QQQ    NVDA    24.0     1.18
 NVDA  QTUM    NVDA    25.0     1.18
 NVDA  SCHD    NVDA    26.0     1.18
 NVDA   SHY     SHY    11.0     1.18
 NVDA  SHYG    NVDA    27.0     1.18
 NVDA   SPY    NVDA    28.0     1.18
 NVDA  STWD    NVDA    29.0     1.19
 NVDA  TSLA    NVDA    30.0     1.19
 NVDA   VIG    NVDA    31.0     1.19
 NVDA   VNQ    NVDA    32.0     1.19
 NVDA  VRIG    NVDA    33.0     1.19
 NVDA  VCSH    NVDA    34.0     1.19
 NVDA   VNQ    NVDA    35.0     1.20
 NVDA  XDTE    NVDA    36.0     1.20
 NVDA   XLP    NVDA    37.0     1.20
 PAXS  PLTR    PLTR    19.0     1.20
 PAXS   QQQ     QQQ    21.0     1.20
 PAXS  QTUM    PAXS     1.0     1.21
 PAXS  SCHD    SCHD    23.0     1.21
 PAXS   SHY     SHY    12.0     1.21
 PAXS  SHYG    SHYG     4.0     1.21
 PAXS   SPY     SPY    19.0     1.21
 PAXS  STWD    STWD    13.0     1.21
 PAXS  TSLA    TSLA    12.0     1.22
 PAXS   VIG     VIG    19.0     1.22
 PAXS   VNQ     VNQ    15.0     1.22
 PAXS  VRIG    VRIG    10.0     1.22
 PAXS  VCSH    VCSH    14.0     1.22
 PAXS   VNQ     VNQ    14.0     1.22
 PAXS  XDTE    XDTE     7.0     1.23
 PAXS   XLP     XLP    13.0     1.23
 PLTR   QQQ     QQQ    22.0     1.23
 PLTR  QTUM    PLTR    20.0     1.23
 PLTR  SCHD    SCHD    24.0     1.23
 PLTR   SHY    PLTR    21.0     1.24
 PLTR  SHYG    PLTR    22.0     1.24
 PLTR   SPY     SPY    20.0     1.24
 PLTR  STWD    PLTR    23.0     1.24
 PLTR  TSLA    PLTR    24.0     1.24
 PLTR   VIG    PLTR    25.0     1.24
 PLTR   VNQ    PLTR    26.0     1.25
 PLTR  VRIG    PLTR    27.0     1.25
 PLTR  VCSH    VCSH    15.0     1.25
 PLTR   VNQ    PLTR    28.0     1.25
 PLTR  XDTE    PLTR    29.0     1.25
 PLTR   XLP    PLTR    30.0     1.25
  QQQ  QTUM     QQQ    23.0     1.26
  QQQ  SCHD    SCHD    25.0     1.26
  QQQ   SHY     QQQ    24.0     1.26
  QQQ  SHYG     QQQ    25.0     1.26
  QQQ   SPY     QQQ    26.0     1.26
  QQQ  STWD     QQQ    27.0     1.26
  QQQ  TSLA     QQQ    28.0     1.27
  QQQ   VIG     QQQ    29.0     1.27
  QQQ   VNQ     QQQ    30.0     1.27
  QQQ  VRIG     QQQ    31.0     1.27
  QQQ  VCSH     QQQ    32.0     1.27
  QQQ   VNQ     QQQ    33.0     1.28
  QQQ  XDTE     QQQ    34.0     1.28
  QQQ   XLP     QQQ    35.0     1.28
 QTUM  SCHD    SCHD    26.0     1.28
 QTUM   SHY     SHY    13.0     1.28
 QTUM  SHYG    SHYG     5.0     1.28
 QTUM   SPY     SPY    21.0     1.29
 QTUM  STWD    STWD    14.0     1.29
 QTUM  TSLA    TSLA    13.0     1.29
 QTUM   VIG     VIG    20.0     1.29
 QTUM   VNQ     VNQ    16.0     1.29
 QTUM  VRIG    VRIG    11.0     1.29
 QTUM  VCSH    VCSH    16.0     1.30
 QTUM   VNQ     VNQ    15.0     1.30
 QTUM  XDTE    QTUM     1.0     1.30
 QTUM   XLP     XLP    14.0     1.30
 SCHD   SHY    SCHD    27.0     1.30
 SCHD  SHYG    SCHD    28.0     1.31
 SCHD   SPY    SCHD    29.0     1.31
 SCHD  STWD    SCHD    30.0     1.31
 SCHD  TSLA    SCHD    31.0     1.31
 SCHD   VIG    SCHD    32.0     1.31
 SCHD   VNQ    SCHD    33.0     1.31
 SCHD  VRIG    SCHD    34.0     1.32
 SCHD  VCSH    SCHD    35.0     1.32
 SCHD   VNQ    SCHD    36.0     1.32
 SCHD  XDTE    SCHD    37.0     1.32
 SCHD   XLP    SCHD    38.0     1.32
  SHY  SHYG     SHY    14.0     1.32
  SHY   SPY     SHY    15.0     1.33
  SHY  STWD     SHY    16.0     1.33
  SHY  TSLA     SHY    17.0     1.33
  SHY   VIG     VIG    21.0     1.33
  SHY   VNQ     SHY    18.0     1.33
  SHY  VRIG     SHY    19.0     1.34
  SHY  VCSH     SHY    20.0     1.34
  SHY   VNQ     SHY    21.0     1.34
  SHY  XDTE     SHY    22.0     1.34
  SHY   XLP     XLP    15.0     1.34
 SHYG   SPY     SPY    22.0     1.34
 SHYG  STWD    STWD    15.0     1.35
 SHYG  TSLA    TSLA    14.0     1.35
 SHYG   VIG     VIG    22.0     1.35
 SHYG   VNQ     VNQ    17.0     1.35
 SHYG  VRIG    VRIG    12.0     1.35
 SHYG  VCSH    VCSH    17.0     1.35
 SHYG   VNQ     VNQ    16.0     1.36
 SHYG  XDTE    XDTE     8.0     1.36
 SHYG   XLP     XLP    16.0     1.36
  SPY  STWD     SPY    23.0     1.36
  SPY  TSLA     SPY    24.0     1.36
  SPY   VIG     SPY    25.0     1.36
  SPY   VNQ     SPY    26.0     1.37
  SPY  VRIG     SPY    27.0     1.37
  SPY  VCSH     SPY    28.0     1.37
  SPY   VNQ     SPY    29.0     1.37
  SPY  XDTE     SPY    30.0     1.37
  SPY   XLP     SPY    31.0     1.38
 STWD  TSLA    STWD    16.0     1.38
 STWD   VIG     VIG    23.0     1.38
 STWD   VNQ    STWD    17.0     1.38
 STWD  VRIG    STWD    18.0     1.38
 STWD  VCSH    STWD    19.0     1.38
 STWD   VNQ     VNQ    17.0     1.39
 STWD  XDTE    STWD    20.0     1.39
 STWD   XLP    STWD    21.0     1.39
 TSLA   VIG     VIG    24.0     1.39
 TSLA   VNQ    TSLA    15.0     1.39
 TSLA  VRIG    TSLA    16.0     1.39
 TSLA  VCSH    VCSH    18.0     1.40
 TSLA   VNQ    TSLA    17.0     1.40
 TSLA  XDTE    TSLA    18.0     1.40
 TSLA   XLP    TSLA    19.0     1.40
  VIG   VNQ     VIG    25.0     1.40
  VIG  VRIG     VIG    26.0     1.41
  VIG  VCSH     VIG    27.0     1.41
  VIG   VNQ     VIG    28.0     1.41
  VIG  XDTE     VIG    29.0     1.41
  VIG   XLP     VIG    30.0     1.41
  VNQ  VRIG     VNQ    18.0     1.41
  VNQ  VCSH    VCSH    19.0     1.42
  VNQ   VNQ     VNQ    19.0     1.42
  VNQ  XDTE     VNQ    20.0     1.42
  VNQ   XLP     VNQ    21.0     1.42
 VRIG  VCSH    VRIG    13.0     1.42
 VRIG   VNQ     VNQ    18.0     1.42
 VRIG  XDTE    VRIG    14.0     1.43
 VRIG   XLP     XLP    17.0     1.43
 VCSH   VNQ    VCSH    20.0     1.43
 VCSH  XDTE    VCSH    21.0     1.43
 VCSH   XLP    VCSH    22.0     1.43
  VNQ  XDTE     VNQ    19.0     1.44
  VNQ   XLP     VNQ    20.0     1.44
 XDTE   XLP     XLP    18.0     1.44

Scores:
   MSFT 3329.93
   NVDA 3109.34
   SCHD 3037.29
   JEPI 2812.68
   AMZN 2627.94
    QQQ 2292.25
    SPY 1821.89
   JAAA 1788.44
   GBIL 1620.78
    VIG 1618.84
   PLTR 1578.04
   JPST 1492.59
   GOOG 1395.71
    IYW 1318.04
    SHY 1185.94
   VCSH  828.81
   FLOT  802.51
    GLD  699.15
    XLP  665.46
    VNQ  651.87
   STWD  644.48
    VNQ  594.58
    GSY  574.89
    ITA  556.08
    IWM  533.72
   TSLA  531.74
   IBIT  493.92
   IONQ  425.87
   FLRN  411.87
   VRIG  369.59
   NEAR  301.59
   FLTR  260.32
   XDTE  167.63
   MINT  160.80
     MO  124.09
   FTLS   79.07
   FTSL   48.74
   SHYG   19.10
   QTUM   16.25
    IAK    6.52
   PAXS    1.66

Win counts:
   MSFT   39.00
   SCHD   38.00
   JEPI   37.00
   NVDA   37.00
   AMZN   36.00
    QQQ   35.00
   JAAA   32.00
    SPY   31.00
   JPST   30.00
   PLTR   30.00
    VIG   30.00
   GOOG   29.00
   GBIL   28.00
    IYW   27.00
    SHY   22.00
   VCSH   22.00
   FLOT   21.00
    GLD   21.00
   STWD   21.00
    VNQ   21.00
    VNQ   20.00
   TSLA   19.00
    XLP   18.00
   FLRN   16.00
    GSY   16.00
    IWM   16.00
   IBIT   15.00
   IONQ   15.00
    ITA   14.50
   VRIG   14.00
   FLTR   13.00
   MINT   11.00
   NEAR    9.00
     MO    8.00
   XDTE    8.00
   FTLS    7.00
   SHYG    5.00
   FTSL    3.50
    IAK    3.00
   PAXS    1.00
   QTUM    1.00
