Loaded symbols: AMZN, FLOT, FLRN, FLTR, FTLS, FTSL, GBIL, GLD, GOOG, GSY, IAK, IBIT, IONQ, ITA, IWM, IYW, JAAA, JEPI, JPST, MINT, MO, MSFT, NEAR, NVDA, PAXS, PLTR, QQQ, QTUM, SCHD, SHY, SHYG, SPY, STWD, TSLA, VIG, VNQ, VRIG, VCSH, VNQ, XDTE, XLP
Objective: good total returns while minimizing risk, giving highest priority to minimization of risk

SYMB1 SYMB2  WINNER  WCOUNT  COST($)
 JPST   XLP    JPST    36.0     1.03
 MINT    MO    MINT    13.0     1.03
 MINT  MSFT    MSFT    12.0     1.03
 MINT  NEAR    NEAR    12.0     1.04
 MINT  NVDA    MINT    14.0     1.04
 MINT  PAXS    MINT    15.0     1.04
 MINT  PLTR    MINT    16.0     1.04
 MINT   QQQ    MINT    17.0     1.04
 MINT  QTUM    MINT    18.0     1.04
 MINT  SCHD    SCHD    15.0     1.05
 MINT   SHY     SHY    18.0     1.05
 MINT  SHYG    MINT    19.0     1.05
 MINT   SPY    MINT    20.0     1.05
 MINT  STWD    MINT    21.0     1.05
 MINT  TSLA    MINT    22.0     1.06
 MINT   VIG    MINT    23.0     1.06
 MINT   VNQ    MINT    24.0     1.06
 MINT  VRIG    MINT    25.0     1.06
 MINT  VCSH    VCSH    15.0     1.06
 MINT   VNQ    MINT    26.0     1.06
 MINT  XDTE    MINT    27.0     1.07
 MINT   XLP     XLP    14.0     1.07
   MO  MSFT      MO     6.0     1.07
   MO  NEAR    NEAR    13.0     1.07
   MO  NVDA      MO     7.0     1.07
   MO  PAXS    PAXS     7.0     1.07
   MO  PLTR      MO     8.0     1.08
   MO   QQQ     QQQ     6.0     1.08
   MO  QTUM      MO     9.0     1.08
   MO  SCHD    SCHD    16.0     1.08
   MO   SHY     SHY    19.0     1.08
   MO  SHYG    SHYG    13.0     1.09
   MO   SPY     SPY    12.0     1.09
   MO  STWD    STWD    10.0     1.09
   MO  TSLA      MO    10.0     1.09
   MO   VIG     VIG    13.0     1.09
   MO   VNQ     VNQ    13.0     1.09
   MO  VRIG    VRIG    15.0     1.10
   MO  VCSH    VCSH    16.0     1.10
   MO   VNQ     VNQ    13.0     1.10
   MO  XDTE      MO    11.0     1.10
   MO   XLP     XLP    15.0     1.10
 MSFT  NEAR    MSFT    13.0     1.10
 MSFT  NVDA    MSFT    14.0     1.11
 MSFT  PAXS    MSFT    15.0     1.11
 MSFT  PLTR    MSFT    16.0     1.11
 MSFT   QQQ    MSFT    17.0     1.11
 MSFT  QTUM    MSFT    18.0     1.11
 MSFT  SCHD    SCHD    17.0     1.11
 MSFT   SHY     SHY    20.0     1.12
 MSFT  SHYG    SHYG    14.0     1.12
 MSFT   SPY     SPY    13.0     1.12
 MSFT  STWD    STWD    11.0     1.12
 MSFT  TSLA    MSFT    19.0     1.12
 MSFT   VIG     VIG    14.0     1.13
 MSFT   VNQ     VNQ    14.0     1.13
 MSFT  VRIG    VRIG    16.0     1.13
 MSFT  VCSH    VCSH    17.0     1.13
 MSFT   VNQ     VNQ    14.0     1.13
 MSFT  XDTE    MSFT    20.0     1.13
 MSFT   XLP     XLP    16.0     1.14
 NEAR  NVDA    NEAR    14.0     1.14
 NEAR  PAXS    NEAR    15.0     1.14
 NEAR  PLTR    NEAR    16.0     1.14
 NEAR   QQQ    NEAR    17.0     1.14
 NEAR  QTUM    NEAR    18.0     1.14
 NEAR  SCHD    SCHD    18.0     1.15
 NEAR   SHY    NEAR    19.0     1.15
 NEAR  SHYG    NEAR    20.0     1.15
 NEAR   SPY    NEAR    21.0     1.15
 NEAR  STWD    NEAR    22.0     1.15
 NEAR  TSLA    NEAR    23.0     1.15
 NEAR   VIG    NEAR    24.0     1.16
 NEAR   VNQ    NEAR    25.0     1.16
 NEAR  VRIG    NEAR    26.0     1.16
 NEAR  VCSH    NEAR    27.0     1.16
 NEAR   VNQ    NEAR    28.0     1.16
 NEAR  XDTE    NEAR    29.0     1.17
 NEAR   XLP    NEAR    30.0     1.17
 NVDA  PAXS    PAXS     8.0     1.17
 NVDA  PLTR    NVDA     3.0     1.17
 NVDA   QQQ     QQQ     7.0     1.17
 NVDA  QTUM    QTUM     2.0     1.17
 NVDA  SCHD    SCHD    19.0     1.18
 NVDA   SHY     SHY    21.0     1.18
 NVDA  SHYG    SHYG    15.0     1.18
 NVDA   SPY     SPY    14.0     1.18
 NVDA  STWD    STWD    12.0     1.18
 NVDA  TSLA    NVDA     4.0     1.18
 NVDA   VIG     VIG    15.0     1.19
 NVDA   VNQ     VNQ    15.0     1.19
 NVDA  VRIG    VRIG    17.0     1.19
 NVDA  VCSH    VCSH    18.0     1.19
 NVDA   VNQ     VNQ    15.0     1.19
 NVDA  XDTE    XDTE     7.0     1.20
 NVDA   XLP     XLP    17.0     1.20
 PAXS  PLTR    PAXS     9.0     1.20
 PAXS   QQQ     QQQ     8.0     1.20
 PAXS  QTUM    PAXS    10.0     1.20
 PAXS  SCHD    SCHD    20.0     1.20
 PAXS   SHY     SHY    22.0     1.21
 PAXS  SHYG    SHYG    16.0     1.21
 PAXS   SPY     SPY    15.0     1.21
 PAXS  STWD    STWD    13.0     1.21
 PAXS  TSLA    PAXS    11.0     1.21
 PAXS   VIG     VIG    16.0     1.21
 PAXS   VNQ     VNQ    16.0     1.22
 PAXS  VRIG    VRIG    18.0     1.22
 PAXS  VCSH    VCSH    19.0     1.22
 PAXS   VNQ     VNQ    16.0     1.22
 PAXS  XDTE    XDTE     8.0     1.22
 PAXS   XLP     XLP    18.0     1.23
 PLTR   QQQ     QQQ     9.0     1.23
 PLTR  QTUM    PLTR     2.0     1.23
 PLTR  SCHD    SCHD    21.0     1.23
 PLTR   SHY     SHY    23.0     1.23
 PLTR  SHYG    SHYG    17.0     1.23
 PLTR   SPY     SPY    16.0     1.24
 PLTR  STWD    STWD    14.0     1.24
 PLTR  TSLA    PLTR     3.0     1.24
 PLTR   VIG     VIG    17.0     1.24
 PLTR   VNQ     VNQ    17.0     1.24
 PLTR  VRIG    VRIG    19.0     1.24
 PLTR  VCSH    VCSH    20.0     1.25
 PLTR   VNQ     VNQ    17.0     1.25
 PLTR  XDTE    XDTE     9.0     1.25
 PLTR   XLP     XLP    19.0     1.25
  QQQ  QTUM     QQQ    10.0     1.25
  QQQ  SCHD    SCHD    22.0     1.25
  QQQ   SHY     SHY    24.0     1.26
  QQQ  SHYG    SHYG    18.0     1.26
  QQQ   SPY     SPY    17.0     1.26
  QQQ  STWD    STWD    15.0     1.26
  QQQ  TSLA     QQQ    11.0     1.26
  QQQ   VIG     VIG    18.0     1.27
  QQQ   VNQ     VNQ    18.0     1.27
  QQQ  VRIG    VRIG    20.0     1.27
  QQQ  VCSH    VCSH    21.0     1.27
  QQQ   VNQ     VNQ    18.0     1.27
  QQQ  XDTE    XDTE    10.0     1.27
  QQQ   XLP     XLP    20.0     1.28
 QTUM  SCHD    SCHD    23.0     1.28
 QTUM   SHY     SHY    25.0     1.28
 QTUM  SHYG    SHYG    19.0     1.28
 QTUM   SPY     SPY    18.0     1.28
 QTUM  STWD    STWD    16.0     1.28
 QTUM  TSLA    QTUM     3.0     1.29
 QTUM   VIG     VIG    19.0     1.29
 QTUM   VNQ     VNQ    19.0     1.29
 QTUM  VRIG    VRIG    21.0     1.29
 QTUM  VCSH    VCSH    22.0     1.29
 QTUM   VNQ     VNQ    19.0     1.30
 QTUM  XDTE    XDTE    11.0     1.30
 QTUM   XLP     XLP    21.0     1.30
 SCHD   SHY     SHY    26.0     1.30
 SCHD  SHYG    SCHD    24.0     1.30
 SCHD   SPY    SCHD    25.0     1.30
 SCHD  STWD    SCHD    26.0     1.31
 SCHD  TSLA    SCHD    27.0     1.31
 SCHD   VIG    SCHD    28.0     1.31
 SCHD   VNQ    SCHD    29.0     1.31
 SCHD  VRIG    VRIG    22.0     1.31
 SCHD  VCSH    VCSH    23.0     1.31
 SCHD   VNQ    SCHD    30.0     1.32
 SCHD  XDTE    SCHD    31.0     1.32
 SCHD   XLP    SCHD    32.0     1.32
  SHY  SHYG     SHY    27.0     1.32
  SHY   SPY     SHY    28.0     1.32
  SHY  STWD     SHY    29.0     1.32
  SHY  TSLA     SHY    30.0     1.33
  SHY   VIG     SHY    31.0     1.33
  SHY   VNQ     SHY    32.0     1.33
  SHY  VRIG     SHY    33.0     1.33
  SHY  VCSH     SHY    34.0     1.33
  SHY   VNQ     SHY    35.0     1.34
  SHY  XDTE     SHY    36.0     1.34
  SHY   XLP     SHY    37.0     1.34
 SHYG   SPY    SHYG    20.0     1.34
 SHYG  STWD    SHYG    21.0     1.34
 SHYG  TSLA    SHYG    22.0     1.34
 SHYG   VIG     VIG    20.0     1.35
 SHYG   VNQ    SHYG    23.0     1.35
 SHYG  VRIG    VRIG    23.0     1.35
 SHYG  VCSH    VCSH    24.0     1.35
 SHYG   VNQ    SHYG    24.0     1.35
 SHYG  XDTE    SHYG    25.0     1.35
 SHYG   XLP     XLP    22.0     1.36
  SPY  STWD     SPY    19.0     1.36
  SPY  TSLA     SPY    20.0     1.36
  SPY   VIG     VIG    21.0     1.36
  SPY   VNQ     VNQ    20.0     1.36
  SPY  VRIG    VRIG    24.0     1.37
  SPY  VCSH    VCSH    25.0     1.37
  SPY   VNQ     VNQ    20.0     1.37
  SPY  XDTE     SPY    21.0     1.37
  SPY   XLP     XLP    23.0     1.37
 STWD  TSLA    STWD    17.0     1.37
 STWD   VIG     VIG    22.0     1.38
 STWD   VNQ    STWD    18.0     1.38
 STWD  VRIG    VRIG    25.0     1.38
 STWD  VCSH    VCSH    26.0     1.38
 STWD   VNQ    STWD    19.0     1.38
 STWD  XDTE    STWD    20.0     1.38
 STWD   XLP    STWD    21.0     1.39
 TSLA   VIG     VIG    23.0     1.39
 TSLA   VNQ     VNQ    21.0     1.39
 TSLA  VRIG    VRIG    26.0     1.39
 TSLA  VCSH    VCSH    27.0     1.39
 TSLA   VNQ     VNQ    21.0     1.39
 TSLA  XDTE    XDTE    12.0     1.40
 TSLA   XLP     XLP    24.0     1.40
  VIG   VNQ     VIG    24.0     1.40
  VIG  VRIG    VRIG    27.0     1.40
  VIG  VCSH    VCSH    28.0     1.40
  VIG   VNQ     VIG    25.0     1.41
  VIG  XDTE     VIG    26.0     1.41
  VIG   XLP     VIG    27.0     1.41
  VNQ  VRIG    VRIG    28.0     1.41
  VNQ  VCSH    VCSH    29.0     1.41
  VNQ   VNQ             0.0     1.41
  VNQ  XDTE     VNQ    22.5     1.42
  VNQ   XLP     XLP    25.0     1.42
 VRIG  VCSH    VRIG    29.0     1.42
 VRIG   VNQ    VRIG    30.0     1.42
 VRIG  XDTE    VRIG    31.0     1.42
 VRIG   XLP    VRIG    32.0     1.42
 VCSH   VNQ    VCSH    30.0     1.43
 VCSH  XDTE    VCSH    31.0     1.43
 VCSH   XLP    VCSH    32.0     1.43
  VNQ  XDTE     VNQ    22.5     1.43
  VNQ   XLP     XLP    26.0     1.43
 XDTE   XLP     XLP    27.0     1.44

Scores:
   GBIL 3977.34
   FLOT 3288.71
    SHY 3121.51
   FLRN 2969.68
   JPST 2724.28
   JAAA 2681.61
   NEAR 2120.80
   VRIG 1826.89
   SCHD 1807.87
   VCSH 1774.25
   JEPI 1302.19
   MINT 1284.26
    XLP 1125.99
    VIG 1091.44
   SHYG  876.34
    GSY  870.30
   MSFT  797.41
   STWD  706.97
    VNQ  695.68
    VNQ  695.68
   FTLS  685.59
    SPY  617.26
    GLD  587.78
   FLTR  502.25
   FTSL  346.88
    IAK  345.84
   IBIT  305.32
   GOOG  303.76
   AMZN  282.43
     MO  223.68
    QQQ  195.44
    IWM  188.78
    ITA  179.14
   XDTE  166.09
   PAXS  163.45
    IYW  129.68
   NVDA   32.99
   QTUM    3.68
   PLTR    0.53
   IONQ    0.12
   TSLA    0.11

Win counts:
   GBIL   40.00
   FLOT   38.00
   FLRN   37.00
    SHY   37.00
   JAAA   36.00
   JPST   36.00
   SCHD   32.00
   VCSH   32.00
   VRIG   32.00
   NEAR   30.00
   JEPI   29.00
   MINT   27.00
    VIG   27.00
    XLP   27.00
   SHYG   25.00
    GSY   23.00
    VNQ   22.50
    VNQ   22.50
   FTLS   22.00
    GLD   21.00
    SPY   21.00
   STWD   21.00
   MSFT   20.00
   FTSL   17.00
   FLTR   16.00
    IAK   16.00
    ITA   12.00
   XDTE   12.00
    IWM   11.00
     MO   11.00
   PAXS   11.00
    QQQ   11.00
    IYW   10.00
   AMZN    8.00
   GOOG    8.00
   IBIT    8.00
   NVDA    4.00
   PLTR    3.00
   QTUM    3.00
   IONQ    1.00
   TSLA    0.00
