Loaded symbols: AMZN, FLOT, FLRN, FLTR, FTLS, FTSL, GBIL, GLD, GOOG, GSY, IAK, IBIT, IONQ, ITA, IWM, IYW, JAAA, JEPI, JPST, MINT, MO, MSFT, NEAR, NVDA, PAXS, PLTR, QQQ, QTUM, SCHD, SHY, SHYG, SPY, STWD, TSLA, VIG, VNQ, VRIG, VCSH, VNQ, XDTE, XLP
Objective: best total returns not concerning about risk

SYMB1 SYMB2  WINNER  WCOUNT  COST($)
 MINT    MO      MO     7.0     1.01
 MINT  MSFT    MSFT    20.0     1.01
 MINT  NEAR    MINT     4.0     1.01
 MINT  NVDA    NVDA    20.0     1.02
 MINT  PAXS    MINT     5.0     1.02
 MINT  PLTR    PLTR    19.0     1.02
 MINT   QQQ     QQQ    17.0     1.02
 MINT  QTUM    QTUM     8.0     1.02
 MINT  SCHD    SCHD    17.0     1.03
 MINT   SHY    MINT     6.0     1.03
 MINT  SHYG    MINT     7.0     1.03
 MINT   SPY     SPY    15.0     1.03
 MINT  STWD    STWD     7.0     1.03
 MINT  TSLA    TSLA    19.0     1.03
 MINT   VIG     VIG    12.0     1.04
 MINT   VNQ     VNQ     9.0     1.04
 MINT  VRIG    MINT     8.0     1.04
 MINT  VCSH    MINT     9.0     1.04
 MINT   VNQ     VNQ     9.0     1.04
 MINT  XDTE    XDTE    10.5     1.04
 MINT   XLP     XLP     6.0     1.05
   MO  MSFT    MSFT    21.0     1.05
   MO  NEAR      MO     8.0     1.05
   MO  NVDA    NVDA    21.0     1.05
   MO  PAXS      MO     9.0     1.05
   MO  PLTR    PLTR    20.0     1.05
   MO   QQQ     QQQ    18.0     1.06
   MO  QTUM      MO    10.0     1.06
   MO  SCHD    SCHD    18.0     1.06
   MO   SHY      MO    11.0     1.06
   MO  SHYG      MO    12.0     1.06
   MO   SPY     SPY    16.0     1.06
   MO  STWD    STWD     8.0     1.07
   MO  TSLA    TSLA    20.0     1.07
   MO   VIG     VIG    13.0     1.07
   MO   VNQ     VNQ    10.0     1.07
   MO  VRIG      MO    13.0     1.07
   MO  VCSH      MO    14.0     1.07
   MO   VNQ     VNQ    10.0     1.08
   MO  XDTE      MO    15.0     1.08
   MO   XLP      MO    16.0     1.08
 MSFT  NEAR    MSFT    22.0     1.08
 MSFT  NVDA    NVDA    22.0     1.08
 MSFT  PAXS    MSFT    23.0     1.08
 MSFT  PLTR    MSFT    24.0     1.09
 MSFT   QQQ    MSFT    25.0     1.09
 MSFT  QTUM    MSFT    26.0     1.09
 MSFT  SCHD    MSFT    27.0     1.09
 MSFT   SHY    MSFT    28.0     1.09
 MSFT  SHYG    MSFT    29.0     1.10
 MSFT   SPY    MSFT    30.0     1.10
 MSFT  STWD    MSFT    31.0     1.10
 MSFT  TSLA    MSFT    32.0     1.10
 MSFT   VIG    MSFT    33.0     1.10
 MSFT   VNQ    MSFT    34.0     1.10
 MSFT  VRIG    MSFT    35.0     1.11
 MSFT  VCSH    MSFT    36.0     1.11
 MSFT   VNQ    MSFT    37.0     1.11
 MSFT  XDTE    MSFT    38.0     1.11
 MSFT   XLP    MSFT    39.0     1.11
 NEAR  NVDA    NVDA    23.0     1.11
 NEAR  PAXS    NEAR     1.0     1.12
 NEAR  PLTR    PLTR    21.0     1.12
 NEAR   QQQ     QQQ    19.0     1.12
 NEAR  QTUM    QTUM     9.0     1.12
 NEAR  SCHD    SCHD    19.0     1.12
 NEAR   SHY    NEAR     2.0     1.12
 NEAR  SHYG    NEAR     3.0     1.13
 NEAR   SPY     SPY    17.0     1.13
 NEAR  STWD    STWD     9.0     1.13
 NEAR  TSLA    TSLA    21.0     1.13
 NEAR   VIG     VIG    14.0     1.13
 NEAR   VNQ     VNQ    11.0     1.13
 NEAR  VRIG    NEAR     4.0     1.14
 NEAR  VCSH    NEAR     5.0     1.14
 NEAR   VNQ     VNQ    11.0     1.14
 NEAR  XDTE    XDTE    11.5     1.14
 NEAR   XLP     XLP     7.0     1.14
 NVDA  PAXS    NVDA    24.0     1.14
 NVDA  PLTR    NVDA    25.0     1.15
 NVDA   QQQ    NVDA    26.0     1.15
 NVDA  QTUM    NVDA    27.0     1.15
 NVDA  SCHD    NVDA    28.0     1.15
 NVDA   SHY    NVDA    29.0     1.15
 NVDA  SHYG    NVDA    30.0     1.16
 NVDA   SPY    NVDA    31.0     1.16
 NVDA  STWD    NVDA    32.0     1.16
 NVDA  TSLA    NVDA    33.0     1.16
 NVDA   VIG    NVDA    34.0     1.16
 NVDA   VNQ    NVDA    35.0     1.16
 NVDA  VRIG    NVDA    36.0     1.17
 NVDA  VCSH    NVDA    37.0     1.17
 NVDA   VNQ    NVDA    38.0     1.17
 NVDA  XDTE    NVDA    39.0     1.17
 NVDA   XLP    NVDA    40.0     1.17
 PAXS  PLTR    PLTR    22.0     1.17
 PAXS   QQQ     QQQ    20.0     1.18
 PAXS  QTUM    QTUM    10.0     1.18
 PAXS  SCHD    SCHD    20.0     1.18
 PAXS   SHY     SHY     1.0     1.18
 PAXS  SHYG    SHYG     4.0     1.18
 PAXS   SPY     SPY    18.0     1.18
 PAXS  STWD    STWD    10.0     1.19
 PAXS  TSLA    TSLA    22.0     1.19
 PAXS   VIG     VIG    15.0     1.19
 PAXS   VNQ     VNQ    12.0     1.19
 PAXS  VRIG    VRIG     3.0     1.19
 PAXS  VCSH    VCSH     6.0     1.19
 PAXS   VNQ     VNQ    12.0     1.20
 PAXS  XDTE    XDTE    12.5     1.20
 PAXS   XLP     XLP     8.0     1.20
 PLTR   QQQ    PLTR    23.0     1.20
 PLTR  QTUM    PLTR    24.0     1.20
 PLTR  SCHD    PLTR    25.0     1.20
 PLTR   SHY    PLTR    26.0     1.21
 PLTR  SHYG    PLTR    27.0     1.21
 PLTR   SPY    PLTR    28.0     1.21
 PLTR  STWD    PLTR    29.0     1.21
 PLTR  TSLA    TSLA    23.0     1.21
 PLTR   VIG    PLTR    30.0     1.22
 PLTR   VNQ    PLTR    31.0     1.22
 PLTR  VRIG    PLTR    32.0     1.22
 PLTR  VCSH    PLTR    33.0     1.22
 PLTR   VNQ    PLTR    34.0     1.22
 PLTR  XDTE    PLTR    35.0     1.22
 PLTR   XLP    PLTR    36.0     1.23
  QQQ  QTUM     QQQ    21.0     1.23
  QQQ  SCHD     QQQ    22.0     1.23
  QQQ   SHY     QQQ    23.0     1.23
  QQQ  SHYG     QQQ    24.0     1.23
  QQQ   SPY     QQQ    25.0     1.23
  QQQ  STWD     QQQ    26.0     1.24
  QQQ  TSLA     QQQ    27.0     1.24
  QQQ   VIG     QQQ    28.0     1.24
  QQQ   VNQ     QQQ    29.0     1.24
  QQQ  VRIG     QQQ    30.0     1.24
  QQQ  VCSH     QQQ    31.0     1.24
  QQQ   VNQ     QQQ    32.0     1.25
  QQQ  XDTE     QQQ    33.0     1.25
  QQQ   XLP     QQQ    34.0     1.25
 QTUM  SCHD    SCHD    21.0     1.25
 QTUM   SHY    QTUM    11.0     1.25
 QTUM  SHYG    QTUM    12.0     1.25
 QTUM   SPY     SPY    19.0     1.26
 QTUM  STWD    QTUM    13.0     1.26
 QTUM  TSLA    TSLA    24.0     1.26
 QTUM   VIG    QTUM    14.0     1.26
 QTUM   VNQ    QTUM    15.0     1.26
 QTUM  VRIG    QTUM    16.0     1.26
 QTUM  VCSH    QTUM    17.0     1.27
 QTUM   VNQ    QTUM    18.0     1.27
 QTUM  XDTE    QTUM    19.0     1.27
 QTUM   XLP    QTUM    20.0     1.27
 SCHD   SHY    SCHD    22.0     1.27
 SCHD  SHYG    SCHD    23.0     1.28
 SCHD   SPY    SCHD    24.0     1.28
 SCHD  STWD    SCHD    25.0     1.28
 SCHD  TSLA    TSLA    25.0     1.28
 SCHD   VIG    SCHD    26.0     1.28
 SCHD   VNQ    SCHD    27.0     1.28
 SCHD  VRIG    SCHD    28.0     1.29
 SCHD  VCSH    SCHD    29.0     1.29
 SCHD   VNQ    SCHD    30.0     1.29
 SCHD  XDTE    SCHD    31.0     1.29
 SCHD   XLP    SCHD    32.0     1.29
  SHY  SHYG    SHYG     5.0     1.29
  SHY   SPY     SPY    20.0     1.30
  SHY  STWD    STWD    11.0     1.30
  SHY  TSLA    TSLA    26.0     1.30
  SHY   VIG     VIG    16.0     1.30
  SHY   VNQ     VNQ    13.0     1.30
  SHY  VRIG    VRIG     4.0     1.30
  SHY  VCSH    VCSH     7.0     1.31
  SHY   VNQ     VNQ    13.0     1.31
  SHY  XDTE    XDTE    13.5     1.31
  SHY   XLP     XLP     9.0     1.31
 SHYG   SPY     SPY    21.0     1.31
 SHYG  STWD    STWD    12.0     1.31
 SHYG  TSLA    TSLA    27.0     1.32
 SHYG   VIG     VIG    17.0     1.32
 SHYG   VNQ     VNQ    14.0     1.32
 SHYG  VRIG    VRIG     5.0     1.32
 SHYG  VCSH    VCSH     8.0     1.32
 SHYG   VNQ     VNQ    14.0     1.32
 SHYG  XDTE    XDTE    14.5     1.33
 SHYG   XLP     XLP    10.0     1.33
  SPY  STWD     SPY    22.0     1.33
  SPY  TSLA    TSLA    28.0     1.33
  SPY   VIG     SPY    23.0     1.33
  SPY   VNQ     SPY    24.0     1.34
  SPY  VRIG     SPY    25.0     1.34
  SPY  VCSH     SPY    26.0     1.34
  SPY   VNQ     SPY    27.0     1.34
  SPY  XDTE     SPY    28.0     1.34
  SPY   XLP     SPY    29.0     1.34
 STWD  TSLA    TSLA    29.0     1.35
 STWD   VIG     VIG    18.0     1.35
 STWD   VNQ    STWD    13.0     1.35
 STWD  VRIG    STWD    14.0     1.35
 STWD  VCSH    STWD    15.0     1.35
 STWD   VNQ    STWD    16.0     1.35
 STWD  XDTE    STWD    17.0     1.36
 STWD   XLP    STWD    18.0     1.36
 TSLA   VIG    TSLA    30.0     1.36
 TSLA   VNQ    TSLA    31.0     1.36
 TSLA  VRIG    TSLA    32.0     1.36
 TSLA  VCSH    TSLA    33.0     1.36
 TSLA   VNQ    TSLA    34.0     1.37
 TSLA  XDTE    TSLA    35.0     1.37
 TSLA   XLP    TSLA    36.0     1.37
  VIG   VNQ     VIG    19.0     1.37
  VIG  VRIG     VIG    20.0     1.37
  VIG  VCSH     VIG    21.0     1.37
  VIG   VNQ     VIG    22.0     1.38
  VIG  XDTE     VIG    23.0     1.38
  VIG   XLP     VIG    24.0     1.38
  VNQ  VRIG     VNQ    15.0     1.38
  VNQ  VCSH     VNQ    16.0     1.38
  VNQ   VNQ     VNQ    17.0     1.39
  VNQ  XDTE    XDTE    15.5     1.39
  VNQ   XLP     VNQ    18.0     1.39
 VRIG  VCSH    VRIG     6.0     1.39
 VRIG   VNQ     VNQ    15.0     1.39
 VRIG  XDTE    XDTE    16.5     1.39
 VRIG   XLP     XLP    11.0     1.40
 VCSH   VNQ     VNQ    16.0     1.40
 VCSH  XDTE    XDTE    17.5     1.40
 VCSH   XLP     XLP    12.0     1.40
  VNQ  XDTE     VNQ    17.0     1.40
  VNQ   XLP     VNQ    18.0     1.40
 XDTE   XLP    XDTE    18.5     1.41

Scores:
   NVDA 5057.53
   MSFT 4433.68
   AMZN 3886.78
   TSLA 3105.37
   PLTR 3024.29
   GOOG 2651.24
    QQQ 2448.02
   IONQ 2101.58
   SCHD 1804.77
   JEPI 1763.00
    SPY 1197.98
   JAAA 1087.00
   IBIT 1041.06
    IYW 1012.81
    GLD  755.97
    VIG  714.58
   JPST  606.32
    GSY  474.60
   QTUM  449.30
   XDTE  385.93
    IWM  380.62
   FLTR  375.58
    VNQ  335.20
    ITA  301.46
    VNQ  293.85
   STWD  287.10
     MO  229.51
   FLOT  192.57
   GBIL  119.84
   FTLS  107.49
   VCSH   86.65
    XLP   84.91
   FLRN   61.99
   MINT   35.90
    IAK   21.50
   VRIG   21.44
   NEAR   19.35
   SHYG   15.76
   FTSL   14.85
   PAXS   10.95
    SHY    1.68

Win counts:
   NVDA   40.00
   MSFT   39.00
   AMZN   38.00
   PLTR   36.00
   TSLA   36.00
   GOOG   35.00
    QQQ   34.00
   IONQ   33.00
   JEPI   32.00
   SCHD   32.00
    SPY   29.00
   IBIT   28.00
   JAAA   28.00
    IYW   27.00
    GLD   25.50
   JPST   24.00
    VIG   24.00
   QTUM   20.00
    GSY   19.00
    ITA   19.00
   XDTE   18.50
   FLTR   18.00
    IWM   18.00
   STWD   18.00
    VNQ   18.00
    VNQ   18.00
     MO   16.00
   FLOT   14.00
    XLP   12.00
   FTLS   11.00
   GBIL   11.00
   MINT    9.00
   VCSH    8.00
   VRIG    6.00
   FLRN    5.00
   NEAR    5.00
   SHYG    5.00
   FTSL    4.00
    IAK    4.00
   PAXS    2.00
    SHY    1.00
